Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,ERIE COUNTY ISLEVIEW,800 Niagara St,,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.010323,-78.907524,04/06/2021,164077,2021-04-06 00:24:53,,,,,J1772
ELEC,MTP Parking 363 Bond Street - Tesla Destination,363 Bond St,,Brooklyn,NY,11231,,212-575-5335  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.677977,-73.990135,11/03/2020,122476,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,ULSTER COUNTY COURTHOUSE 2,28-40 Crown St,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932871,-74.020585,04/06/2021,147634,2021-04-06 00:24:53,,,,,J1772
ELEC,Manhattan Parking 110 LLC - Tesla Destination,543 W 110th St,,New York,NY,10025,,212-222-7813  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.804167,-73.965894,11/03/2020,150722,2021-03-11 23:22:17,P,,,09/30/2019,J1772 TESLA
ELEC,Phelps Memorial Hospital Northwell Health,733 N Broadway Garage,,Sleepy Hollow,NY,10591,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,41.104998,-73.860423,04/08/2020,154921,2021-03-11 23:22:17,P,,,08/16/2019,J1772
ELEC,LARKIN726RRAMPP LARKIN 2,726 Exchange St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.874889,-78.849833,04/06/2021,182984,2021-04-06 00:24:53,,,,,J1772
ELEC,Stewart’s Shop - Tesla Supercharger,2300 Salt Point Turnpike,,Clinton Corners,NY,12514,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,41.825400,-73.770400,08/10/2020,102329,2021-03-11 23:22:17,P,,,07/23/2018,TESLA
ELEC,MAIN 2ND FLOOR 2 NGW,1133 Route 414 Parking Garage,,Waterloo,NY,13165,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.969166,-76.845266,04/06/2021,180149,2021-04-06 00:24:53,,,,,J1772
ELEC,BA PLAZA BA PLAZA 2,1 Northwestern Blvd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.745908,-73.821081,04/06/2021,182190,2021-04-06 00:24:53,,,,,J1772
ELEC,STARR LIBRARY STARR LIBRARY,68 W Market St,,Rhinebeck,NY,12572,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.926380,-73.918381,04/06/2021,162159,2021-04-06 00:24:53,,,,,J1772
ELEC,c/o The Maidstone - Tesla Destination,207 Main St,,East Hampton,NY,11937,,631-324-5006  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.955338,-72.194145,11/03/2020,168650,2021-03-11 23:22:17,P,,,11/03/2020,J1772 TESLA
ELEC,AL SIGL WINTON,3399 S Winton Rd,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.083538,-77.583260,04/06/2021,163585,2021-04-06 00:24:53,,,,,J1772
ELEC,Tupper Lake Playground,Martin St,,Tupper Lake,NY,12986,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,44.224994,-74.465687,04/08/2020,123144,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,HUDSON PRESERVE BLDG 2 #6,213 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.732735,-73.725210,04/06/2021,143165,2021-04-06 00:24:53,,,,,J1772
ELEC,COLE GROUP COLONIE EAST 3,98 Saratoga Ct,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.746113,-73.770676,04/06/2021,154059,2021-04-06 00:24:53,,,,,J1772
ELEC,Queens College - Kiely Hall,65-30 Kissena Blvd,,Queens,NY,11367,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,40.735874,-73.815819,04/08/2020,123127,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,Seneca Allegany Resort & Casino - Tesla Supercharger,777 Seneca Allegany Boulevard,,Salamanca,NY,14779,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,42.153300,-78.747900,08/10/2020,117729,2021-03-11 23:22:17,P,,,12/01/2018,TESLA
ELEC,BURNS MGT SCH COMM BLDG 5,1 Broom Shop Lane,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741806,-73.787998,04/06/2021,149545,2021-04-06 00:24:53,,,,,J1772
ELEC,SRYMCASSB MALTA 1.1,6 Medical Park Dr,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.975704,-73.806290,04/06/2021,182287,2021-04-06 00:24:53,,,,,J1772
ELEC,SUNY NEW PALTZ WALLKILL 3,10 Southside Loop,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.741484,-74.088125,04/06/2021,122786,2021-04-06 00:24:53,,,,,J1772
ELEC,Village of Arcade - Municipal Parking Lot,17 Church St,,Arcade,NY,14009,,585-492-1111,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,42.534763,-78.423960,06/09/2020,157963,2021-03-11 23:22:17,P,,,05/15/2020,J1772
ELEC,TOWN OF BABYLON PHELPS LANE 2,151 Phelps Ln,,North Babylon,NY,11703,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.725435,-73.331381,04/06/2021,180134,2021-04-06 00:24:53,,,,,J1772
ELEC,HENRIETTA LIBRARY 1,625 Calkins Rd,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.067992,-77.617545,04/06/2021,145651,2021-04-06 00:24:53,,,,,J1772
ELEC,RPI 1 OFF CAMPUS S1,1525 15th St,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.726645,-73.678464,04/06/2021,121237,2021-04-06 00:24:53,,,,,J1772
ELEC,Castellani Art Museum - Niagara University,5795 Lewiston Rd,,Niagara University,NY,14109,,716-286-8200,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,43.136934,-79.036462,06/09/2020,147097,2021-03-11 23:22:17,P,,,01/01/2019,J1772
ELEC,Glen Avenue Suites,6 Glen Ave,,Cooperstown,NY,13326,,607-547-5054,E,,Public,8am-6pm daily; for guest use only,,,1,,,Non-Networked,,GPS,42.698540,-74.931170,03/03/2020,131661,2021-03-11 23:22:17,P,,,07/15/2019,J1772
ELEC,CITY AMSTERDAM EV4,65 Crescent Ave,,Amsterdam,NY,12010,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.960320,-74.172280,04/06/2021,186156,2021-04-06 00:24:53,,,,,J1772
ELEC,CITY OF ITHACA DRYDEN,118 Dryden Rd,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.442142,-76.486112,04/06/2021,162296,2021-04-06 00:24:53,,,,,J1772
ELEC,MARKET 32 EV SARANAC EV1,1930 Saranac Ave,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.294688,-74.011179,04/06/2021,158556,2021-04-06 00:24:53,,,,,J1772
ELEC,EVCS1 CANANDAIGUA,105 S Main St,,Canandaigua,NY,14424,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.886636,-77.279259,04/06/2021,162360,2021-04-06 00:24:53,,,,,J1772
ELEC,DEER PARK TANGER EV 5,152 The Arches Cir,,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762401,-73.305747,04/06/2021,180162,2021-04-06 00:24:53,,,,,J1772
ELEC,COLE GROUP COLE GROUP 2,12 Doorstone Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.745613,-73.772060,04/06/2021,154705,2021-04-06 00:24:53,,,,,J1772
ELEC,Taste NY Market,4640 Taconic State Pkwy N,,Lagrangeville,NY,12540,,845-849-0247,E,,Public,Store business hours,,,2,,,EV Connect,http://evconnect.com/,GPS,41.656857,-73.789422,04/08/2020,94856,2021-03-11 23:22:17,P,,,03/25/2020,J1772
ELEC,528 W 162nd Garage-PARK-it - Tesla Destination,528 W 162nd St,,Manhattan,NY,10033,,212-929-9404  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.836425,-73.941393,11/03/2020,150533,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,New York City Transit Authority - Surface Transit Headquarters,25 Jamaica Ave,,Brooklyn,NY,11207,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,40.678067,-73.899729,04/08/2020,123088,2021-03-11 23:22:17,LG,,,04/01/2019,J1772
ELEC,Sheraton Tarrytown Hotel - Tesla Supercharger,600 White Plains Road,,Tarrytown,NY,10591,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,12,,Tesla,http://www.teslamotors.com/supercharger,200-8,41.061500,-73.836500,08/10/2020,102346,2021-03-11 23:22:17,P,,,01/15/2017,TESLA
ELEC,STONY BROOK UNV AERTC 1,1000 Innovation Road,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.904154,-73.134871,04/06/2021,162348,2021-04-06 00:24:53,,,,,J1772
ELEC,Broadway Commons - Macy’s,358 N Broadway Commons,,Hicksville,NY,11801,,888-264-2208,E,,Public,6am-12pm daily,,,2,,,Volta,https://voltacharging.com/,GPS,40.771828,-73.531142,03/03/2020,152208,2021-03-23 03:03:24,P,,,01/20/2020,J1772
ELEC,ULSTER COUNTY UCLEC 1,380 Boulevard,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.913018,-74.014656,04/06/2021,162466,2021-04-06 00:24:53,,,,,J1772
ELEC,HARMONY MILLS 1 FALLSVIEW 1.3,Mohawk St & Cohoes Mills,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.781723,-73.705444,04/06/2021,174737,2021-04-06 00:24:53,,,,,J1772
ELEC,Mirabito Convenience Store #69 - Tesla Supercharger,4968 NY-23,,Oneonta,NY,13820,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,42.447772,-75.048700,08/10/2020,153792,2021-03-11 23:22:17,P,,,02/14/2020,TESLA
ELEC,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,350 West 43rd St,,New York,NY,10036,,212-315-1646  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.758503,-73.991285,11/03/2020,115109,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,ATRIUM EVCHARGE PRC-EV4,634 Plank Rd,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.866693,-73.778011,04/06/2021,174927,2021-04-06 00:24:53,,,,,J1772
ELEC,Albany International Airport,737 Albany Shaker Rd,Located in the long-term parking lot and the garage on level P2 near the pedestrian bridge,Albany,NY,12205,,518-242-2299  866-816-7584,E,,Public,24 hours daily; pay parking lot,,,6,,,EV Connect,http://evconnect.com/,200-8,42.739746,-73.808186,04/08/2020,64131,2021-03-11 23:22:17,P,,,06/10/2014,J1772
ELEC,TOWN OF BABYLON TOWN HALL 2,N Jefferson Ave,,Lindenhurst,NY,11757,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.704729,-73.375555,04/06/2021,162277,2021-04-06 00:24:53,,,,,J1772
ELEC,Burger King Farmington NY,1238 State Route 332,,Farmington,NY,14425,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.972609,-77.354868,04/05/2021,164403,2021-04-05 22:55:21,,,,,J1772
ELEC,SHELDON SUFFERN ORANGE APT 2,128 Orange Ave,,Suffern,NY,10901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.115105,-74.153541,04/06/2021,122632,2021-04-06 00:24:53,,,,,J1772
ELEC,Rapidpark 254 W 79th Street - Tesla Destination,254 W 79th St,,New York,NY,10024,,212-580-1876  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.783860,-73.980521,11/03/2020,115072,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,STONY BROOK UNV ARENA 1,Gymnasium Rd,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.917249,-73.127280,04/06/2021,162455,2021-04-06 00:24:53,,,,,J1772
ELEC,Enterprise 309 Gold Street - Tesla Destination,309 Gold St,,Brooklyn,NY,11201,,212-564-3199  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.695013,-73.982843,11/03/2020,114897,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,KINGSTON VISITORS CENTER,2 Broadway,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.918516,-73.982758,04/06/2021,162261,2021-04-06 00:24:53,,,,,J1772
ELEC,Hilton,598 Broadhollow Rd,,Melville,NY,11747,,866-816-7584,E,,Public - Call ahead,24 hours daily; for hotel guest use only,,,1,,,EV Connect,http://evconnect.com/,200-8,40.763790,-73.423658,04/08/2020,94850,2021-03-11 23:22:17,P,,,04/03/2016,J1772
ELEC,Riverhead Auto Mall,1800 Old Country Rd,,Riverhead,NY,11901,,631-369-0600,E,,Public - Call ahead,Dealership business hours,,,2,2,,Non-Networked,,GPS,40.924758,-72.704752,12/03/2020,44186,2021-03-11 23:22:17,P,,,11/30/2011,CHADEMO J1772 J1772COMBO
ELEC,"Country Inn & Suites By Carlson, Cortland, NY - Tesla Destination",3707 State Rte 281,,Cortland,NY,13045,,607-753-8300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,42.586516,-76.211675,11/03/2020,114930,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,GGMC Parking 75 Smith St Garage - Tesla Destination,75 Smith St,,Brooklyn,NY,11201,,718-643-0593  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.688799,-73.988642,11/03/2020,114913,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,Home2 Suites by Hilton Oswego - Tesla Destination,252 NY-104,,Oswego,NY,13126,,315-343-2000  877-798-3752,E,,Public,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,43.460055,-76.482728,11/03/2020,115206,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,iPark NYC Central Harlem Garage Corp. - Tesla Destination,49 W 116th St,,New York,NY,10026,,212-860-7691  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.801497,-73.947920,11/03/2020,115141,2021-03-11 23:22:17,P,,,08/15/2016,J1772 TESLA
ELEC,Hampton Inn East Aurora - Tesla Destination,49 Olean St,,East Aurora,NY,14052,,716-655-3300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.766365,-78.608141,11/03/2020,114936,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,Waterloo Premium Outlets,655 New York 318,,Waterloo,NY,13165,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.955930,-76.920965,04/06/2021,166226,2021-04-06 01:19:10,,,,,CHADEMO J1772COMBO
ELEC,Somers Commons Shopping Center,80 Route 6,,Baldwin Place,NY,10505,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.344875,-73.756256,03/25/2021,93700,2021-03-25 01:01:24,,,,,CHADEMO J1772COMBO
ELEC,ICE RINK GRECO CENTER,207 Market St,,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.084094,-73.955029,04/06/2021,121871,2021-04-06 00:24:53,,,,,J1772
ELEC,RIVERHEAD RIVER 2 #2,1947 Old Country Road,,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.919681,-72.712569,04/06/2021,162400,2021-04-06 00:24:53,,,,,J1772
ELEC,MARKET 32 EV MARKET 32 CP,15 Park Avenue,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.865037,-73.782471,04/06/2021,174933,2021-04-06 00:24:53,,,,,J1772
ELEC,ATLANTIC HONDA ATLANTIC,1375 Sunrise Hwy,,Bay Shore,NY,11706,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.734634,-73.257183,04/06/2021,162140,2021-04-06 00:24:53,,,,,J1772
ELEC,BURNS MGT EXCELSIOR 1,2125 Whistler Ct,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.093550,-73.755474,04/06/2021,173903,2021-04-06 00:24:53,,,,,J1772
ELEC,Shaheen's Adirondack Inn - Tesla Destination,314 Park St,,Tupper Lake,NY,12986,,518-359-3384  877-798-3752,E,,Public,24 hours daily; for customer use only,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.224690,-74.448721,11/03/2020,122496,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,HARMONY MILLS 1 FALLSVIEW 1.2,Mohawk St & Cohoes Mills,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.781742,-73.705475,04/06/2021,174736,2021-04-06 00:24:53,,,,,J1772
ELEC,SUNY BUFFALO PARKER 2,185 Hayes Rd,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.951003,-78.822599,04/06/2021,182225,2021-04-06 00:24:53,,,,,J1772
ELEC,Faust Motel - Tesla Destination,151 Main St,,Tupper Lake,NY,12986,,518-420-8461  877-798-3752,E,,Public,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.243737,-74.487414,11/03/2020,115244,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,Mather Hospital,75 North County Rd,,Port Jefferson,NY,11777,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,GPS,40.939610,-73.053579,03/15/2021,185627,2021-03-15 13:14:11,P,,,03/01/2021,J1772
ELEC,233 LAKE AVE GROVE 1.1,233 Lake Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.085484,-73.765660,04/06/2021,182060,2021-04-06 00:24:53,,,,,J1772
ELEC,1285 MAIN 1285 MAIN (1),1285 Main St,,Buffalo,NY,14209,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.908237,-78.866359,04/06/2021,154372,2021-04-06 00:24:53,,,,,J1772
ELEC,TOWN OF RED HK REDHOOK 3,7336 S Broadway,,Red Hook,NY,12571,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.987157,-73.880109,04/06/2021,171725,2021-04-06 00:24:53,,,,,J1772
ELEC,The Nature Conservancy,250 Lawrence Hill Rd,,Cold Spring Harbor,NY,11724,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts PayPal and Apple Pay,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,40.857202,-73.453666,12/03/2020,168452,2021-03-11 23:22:17,LG,,,10/08/2020,J1772
ELEC,BEDFORDEV MEMORIAL PARK 2,60 Haines Rd.,,Bedford Hills,NY,10507,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.234114,-73.706621,04/06/2021,162338,2021-04-06 00:24:53,,,,,J1772
ELEC,Maguire Nissan,504 S Meadow St,,Ithaca,NY,14850,,607-272-8000,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.435042,-76.508800,06/09/2020,44338,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,NATIONAL GRID KOHLS SARATOGA,79 Weibel Rd,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.097209,-73.746601,04/06/2021,162196,2021-04-06 00:24:53,,,,,J1772
ELEC,Letchworth State Park,1 Letchworth State Park,,Castile,NY,14427,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.590383,-78.026753,06/09/2020,123260,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,Home2 Suites by Hilton Middletown - Tesla Destination,600 Route 211 E,,Middletown,NY,10941,,845-703-8000  877-798-3752,E,,Public,24 hours daily,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.462968,-74.368183,11/03/2020,114976,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,POUGHEEPSIE EV POUGHKEEPSIE 1,41 Civic Center Plaza,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.704770,-73.927310,04/06/2021,183106,2021-04-06 00:24:53,,,,,J1772
ELEC,SUNY CORTLAND NEUBIG 1.2,15 Neubig Rd,,Cortland,NY,13045,,888-758-4389,E,,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.596090,-76.192400,04/06/2021,183387,2021-04-06 00:24:53,,,,,J1772
ELEC,STATION 4TH FL MOTORGATE #1,688 Main St,,New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764429,-73.946793,04/06/2021,169880,2021-04-06 00:24:53,,,,,J1772
ELEC,Rochester Institute of Technology - Lot M,1 Lomb Memorial Dr,,Rochester,NY,14623,,585-475-2074,E,,Public,24 hours daily; parking pass required,,,2,,,Non-Networked,,200-9,43.087790,-77.674413,03/03/2020,75944,2021-03-11 23:22:17,P,,,01/01/2016,J1772
ELEC,Queens Family Court Garage,150-07 Archer St,,Queens,NY,11433,,866-816-7584,E,,Public,24 hours daily,,,3,,,EV Connect,http://evconnect.com/,GPS,40.704480,-73.792724,04/08/2020,123069,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,Icon Parking 279 East 65th Street - Tesla Destination,279 E 65th St,,New York,NY,10065,,212-644-7413  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764758,-73.962042,11/03/2020,115077,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,iPark NYC 88th Street Garage - Tesla Destination,101 W 88th St,,New York,NY,10024,,212-874-8442  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.787976,-73.971145,11/03/2020,114993,2021-03-11 23:22:17,P,,,05/01/2016,J1772 TESLA
ELEC,HONEST WEIGHT HONEST WEIGHT 1,81 Watervliet Ave,,Albany,NY,12206,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.678158,-73.781550,04/06/2021,146797,2021-04-06 00:24:53,,,,,J1772
ELEC,Long Island Welcome Center,I-495 E,Between exits 51 and 52,Dix Hills,NY,11746,,631-254-0414,E,,Public,24 hours daily,,,,2,,Non-Networked,,GPS,40.802658,-73.316725,03/03/2020,87914,2021-03-11 23:22:17,SG,,,10/01/2016,CHADEMO
ELEC,ICE RINK TOWN HALL,4 High St,,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.081234,-73.958496,04/06/2021,166689,2021-04-06 00:24:53,,,,,J1772
ELEC,BLUE HILL PLAZA STATION 1,1 Blue Hill Plaza,,Pearl River,NY,10965,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.047700,-74.006621,04/06/2021,162382,2021-04-06 00:24:53,,,,,J1772
